id,source,annotator,text,tokens,ac,ap,conf,ipv,link,keyword,date
3331,simulation_non_ipv,shr,हिजो आ को युटुबे को प्रश्न सोधाइ हेर मुजि ।,"['हिजो', 'आ', 'को', 'युटुबे', 'को', 'प्रश्न', 'सोधाइ', 'हेर', 'मुजि', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '0', '_']",1,0,,,
3342,simulation_non_ipv,shr,ऋषि धमाला चाहिँ भ्रष्ट दलाल चोर नेता हरु को चम्चे हो ।,"['ऋषि', 'धमाला', 'चाहिँ', 'भ्रष्ट', 'दलाल', 'चोर', 'नेता', 'हरु', 'को', 'चम्चे', 'हो', '।']","['O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '0', '0', '0', '_', '_', '0', '0', '_']",1,0,,,
3353,simulation_non_ipv,shr,यो ऋषि धमला १००% भारत को दलाल हो ।,"['यो', 'ऋषि', 'धमला', '१००%', 'भारत', 'को', 'दलाल', 'हो', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O']","['_', '_', '_', '_', '_', '_', '0', '_', '_']",1,0,,,
3364,simulation_non_ipv,shr,यो ऋषि कुकुर को के कुरा गर्नु खै ।,"['यो', 'ऋषि', 'कुकुर', 'को', 'के', 'कुरा', 'गर्नु', 'खै', '।']","['O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3375,simulation_non_ipv,shr,सबै जान हावा हावा गफ गरेर बस्छन् मुजि हरु ।,"['सबै', 'जान', 'हावा', 'हावा', 'गफ', 'गरेर', 'बस्छन्', 'मुजि', 'हरु', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '_', '_', '_', '0', '0', '_']",1,0,,,
3386,simulation_non_ipv,shr,ऋषि धमला पार्टी को जुठो खाने भतुवा कुकुर हाे 100% थुक्क चाेर ।,"['ऋषि', 'धमला', 'पार्टी', 'को', 'जुठो', 'खाने', 'भतुवा', 'कुकुर', 'हाे', '100%', 'थुक्क', 'चाेर', '।']","['O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '1', '1', '1', '1', '_', '_', '0', '0', '_']",1,0,,,
3397,simulation_non_ipv,shr,त कस्ती राम्री देखेकी होस् के आज |,"['त', 'कस्ती', 'राम्री', 'देखेकी', 'होस्', 'के', 'आज', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_']",8,0,,,
3398,simulation_non_ipv,shr,जनतालाइ विभाजन गर्ने नै चोर नेता हरू हुन ।,"['जनतालाइ', 'विभाजन', 'गर्ने', 'नै', 'चोर', 'नेता', 'हरू', 'हुन', '।']","['O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O']","['_', '_', '_', '_', '0', '0', '_', '_', '_']",1,0,,,
3409,simulation_non_ipv,shr,मेयर ले त्यही भन्दिदा चै अपराधी ?,"['मेयर', 'ले', 'त्यही', 'भन्दिदा', 'चै', 'अपराधी', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",1,0,,,
3420,simulation_non_ipv,shr,आफु ले गरे चमत्कार अरु ले गरे बलात्कार ?,"['आफु', 'ले', 'गरे', 'चमत्कार', 'अरु', 'ले', 'गरे', 'बलात्कार', '?']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['1', '1', '1', '1', '1', '1', '1', '1', '_']",1,0,,,
3431,simulation_non_ipv,shr,आफु ले गरे चमत्कार अरु ले गरे बलात्कार hello चौथो लिंगि हरु ?,"['आफु', 'ले', 'गरे', 'चमत्कार', 'अरु', 'ले', 'गरे', 'बलात्कार', 'hello', 'चौथो', 'लिंगि', 'हरु', '?']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'B-sexism', 'I-sexism', 'I-sexism', 'O']","['1', '1', '1', '1', '1', '1', '1', '1', '_', '1', '1', '1', '_']",1,0,,,
3453,simulation_non_ipv,shr,हुनत मपनी क्षेत्री हो तर धिकार छ यो मुजि बाहुन बादी मिडिया र बाहुन हरु प्रति ।,"['हुनत', 'मपनी', 'क्षेत्री', 'हो', 'तर', 'धिकार', 'छ', 'यो', 'मुजि', 'बाहुन', 'बादी', 'मिडिया', 'र', 'बाहुन', 'हरु', 'प्रति', '।']","['O', 'O', 'O', 'O', 'O', 'B-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'O', 'O']","['_', '_', '_', '_', '_', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '_', '_']",1,0,,,
3464,simulation_non_ipv,shr,यिनै राडिकाछोरा हरु ले गर्दा देश बिकास हुन नसके को हो ।,"['यिनै', 'राडिकाछोरा', 'हरु', 'ले', 'गर्दा', 'देश', 'बिकास', 'हुन', 'नसके', 'को', 'हो', '।']","['O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3475,simulation_non_ipv,shr,समाज मा भार्न्ति फैलाउने गलत समाचार देखाउने सहि मान्छे लाई गलत गलत लाई सहि पार्ने यिनै माच्चिक्नि हरु हुन ।,"['समाज', 'मा', 'भार्न्ति', 'फैलाउने', 'गलत', 'समाचार', 'देखाउने', 'सहि', 'मान्छे', 'लाई', 'गलत', 'गलत', 'लाई', 'सहि', 'पार्ने', 'यिनै', 'माच्चिक्नि', 'हरु', 'हुन', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '1', '1', '_', '_']",1,0,,,
3486,simulation_non_ipv,shr,चुप साला चाटुकार पत्रुझार . . ।,"['चुप', 'साला', 'चाटुकार', 'पत्रुझार', '.', '.', '।']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O']","['1', '1', '1', '1', '_', '_', '_']",1,0,,,
3497,simulation_non_ipv,shr,गल्लि का भुक्ने कुकुर हरू हिजोआज कता गएछन रबि दाईकाे माहानता हेरेर केही कुरा सिक भाडा का टट्टू हरू ।,"['गल्लि', 'का', 'भुक्ने', 'कुकुर', 'हरू', 'हिजोआज', 'कता', 'गएछन', 'रबि', 'दाईकाे', 'माहानता', 'हेरेर', 'केही', 'कुरा', 'सिक', 'भाडा', 'का', 'टट्टू', 'हरू', '।']","['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['1', '1', '1', '1', '1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '0', '_']",1,0,,,
3508,simulation_non_ipv,shr,बेलुका call गर्छु ल |,"['बेलुका', 'call', 'गर्छु', 'ल', '|']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",9,0,,,
3509,simulation_non_ipv,shr,गद्दार सर्कार को आँखा लागि सक्यो ।,"['गद्दार', 'सर्कार', 'को', 'आँखा', 'लागि', 'सक्यो', '।']","['B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_', '_']",1,0,,,
3520,simulation_non_ipv,shr,नेपालि को इज्जत फाक्यो कुकुर कुकुर्नी हरु ले पाहुनालाइ राम्रो सङ स्वागत गरेन कम्सेकम २ हात जोदि नमस्ते त गर्नु पर्छ नि ।,"['नेपालि', 'को', 'इज्जत', 'फाक्यो', 'कुकुर', 'कुकुर्नी', 'हरु', 'ले', 'पाहुनालाइ', 'राम्रो', 'सङ', 'स्वागत', 'गरेन', 'कम्सेकम', '२', 'हात', 'जोदि', 'नमस्ते', 'त', 'गर्नु', 'पर्छ', 'नि', '।']","['O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3531,simulation_non_ipv,shr,"लाज पचे का नकचरा नेता हरु केही गरुम अब केही सकिम अब दुनियाँ कहाँ देखि कहाँ पुगिसके को छ तिमी स्याल नेता हरु आफ्नो दुनु सोझ्याउन , होईन देश सोझ्याउन तिर लाग ।","['लाज', 'पचे', 'का', 'नकचरा', 'नेता', 'हरु', 'केही', 'गरुम', 'अब', 'केही', 'सकिम', 'अब', 'दुनियाँ', 'कहाँ', 'देखि', 'कहाँ', 'पुगिसके', 'को', 'छ', 'तिमी', 'स्याल', 'नेता', 'हरु', 'आफ्नो', 'दुनु', 'सोझ्याउन', ',', 'होईन', 'देश', 'सोझ्याउन', 'तिर', 'लाग', '।']","['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3542,simulation_non_ipv,shr,जस्तै कि तिनी हरु घर मा आफ्ना बा आमालाइ नि इन्कार गर्ने अलछिना हरु हुन ।,"['जस्तै', 'कि', 'तिनी', 'हरु', 'घर', 'मा', 'आफ्ना', 'बा', 'आमालाइ', 'नि', 'इन्कार', 'गर्ने', 'अलछिना', 'हरु', 'हुन', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '_', '_', '_']",1,0,,,
3553,simulation_non_ipv,shr,"2 , 3 दिन काठमाडौ शहर झिलिमिली बनाएर के गर्नु सधैं भरी यस्तो बनाउन साला चोर भ्रष्टाचार लुटेरा नेता हो ।","['2', ',', '3', 'दिन', 'काठमाडौ', 'शहर', 'झिलिमिली', 'बनाएर', 'के', 'गर्नु', 'सधैं', 'भरी', 'यस्तो', 'बनाउन', 'साला', 'चोर', 'भ्रष्टाचार', 'लुटेरा', 'नेता', 'हो', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3564,simulation_non_ipv,shr,साला भिकारी हरु तिम्रा बाउ भन्दा पनि ठूलो होला ।,"['साला', 'भिकारी', 'हरु', 'तिम्रा', 'बाउ', 'भन्दा', 'पनि', 'ठूलो', 'होला', '।']","['B-profanity', 'I-profanity', 'I-profanity', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']","['0', '0', '0', '1', '1', '1', '1', '1', '1', '_']",1,0,,,
3575,simulation_non_ipv,shr,याे मदनेकि स्वास्नी हाे कि केपिकि रखेल ?,"['याे', 'मदनेकि', 'स्वास्नी', 'हाे', 'कि', 'केपिकि', 'रखेल', '?']","['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']","['_', '1', '1', '1', '1', '1', '1', '_']",1,0,,,
3586,simulation_non_ipv,shr,थुक्क रण्डी के बोल्नु पर्छ के बोल्नु हुदैन भन्ने कुरा पनि थाहाँ छैन ।,"['थुक्क', 'रण्डी', 'के', 'बोल्नु', 'पर्छ', 'के', 'बोल्नु', 'हुदैन', 'भन्ने', 'कुरा', 'पनि', 'थाहाँ', 'छैन', '।']","['B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3597,simulation_non_ipv,shr,साला दिलनिसानी मगर त चुपलाग साला खाते यो सब त जस्तो भस्ट्चार र घुस खोर र दालाल हरु को काम हो रबि सर लाई फसाउन लाई ।,"['साला', 'दिलनिसानी', 'मगर', 'त', 'चुपलाग', 'साला', 'खाते', 'यो', 'सब', 'त', 'जस्तो', 'भस्ट्चार', 'र', 'घुस', 'खोर', 'र', 'दालाल', 'हरु', 'को', 'काम', 'हो', 'रबि', 'सर', 'लाई', 'फसाउन', 'लाई', '।']","['B-ethnic_violence', 'I-ethnic_violence', 'I-ethnic_violence', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['1', '1', '1', '_', '0', '0', '0', '_', '_', '_', '_', '0', '0', '0', '0', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3608,simulation_non_ipv,shr,सुँगुर ले माथी गयर गु खान पाउछु भन्नू र यो साला सुँगुर दिल साचो बोल्नु यौतै हो ।,"['सुँगुर', 'ले', 'माथी', 'गयर', 'गु', 'खान', 'पाउछु', 'भन्नू', 'र', 'यो', 'साला', 'सुँगुर', 'दिल', 'साचो', 'बोल्नु', 'यौतै', 'हो', '।']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['1', '1', '1', '1', '1', '1', '1', '1', '_', '_', '0', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3619,simulation_non_ipv,shr,8 बजे तिर online आउ ल |,"['8', 'बजे', 'तिर', 'online', 'आउ', 'ल', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",8,0,,,
3620,simulation_non_ipv,shr,साले कुकुर पत्रकार चुतिया तो लाई इन्डिया को चिन्ता लाग्यो जानू उतै मुन्टिनु कुकुर ।,"['साले', 'कुकुर', 'पत्रकार', 'चुतिया', 'तो', 'लाई', 'इन्डिया', 'को', 'चिन्ता', 'लाग्यो', 'जानू', 'उतै', 'मुन्टिनु', 'कुकुर', '।']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['0', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '_']",1,0,,,
3631,simulation_non_ipv,shr,सहि विश्लेषण केशी डा साब मिडिया भने कै नेपाल का चुतिया छ्न एउटा सहि कुरा लेख्दैनन ।,"['सहि', 'विश्लेषण', 'केशी', 'डा', 'साब', 'मिडिया', 'भने', 'कै', 'नेपाल', 'का', 'चुतिया', 'छ्न', 'एउटा', 'सहि', 'कुरा', 'लेख्दैनन', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3642,simulation_non_ipv,shr,यो खाते पत्रकार चही गु खा साल तेरो पत्रकार गर्न आउदैन भने किन गर्नु ।,"['यो', 'खाते', 'पत्रकार', 'चही', 'गु', 'खा', 'साल', 'तेरो', 'पत्रकार', 'गर्न', 'आउदैन', 'भने', 'किन', 'गर्नु', '।']","['O', 'B-profanity', 'I-profanity', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '_', '1', '1', '1', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3653,simulation_non_ipv,shr,"यो चिक्ने पत्रकार विहारी परेछ की कसो मुजी नेपाल को बारे मा प्रशन गनुनी के नेपाल देश ईन्डीया को कुनै स्टेट होर सुरेन्द्र केसीसग प्रशन गनु यार अच्म आझै 5 , 7बषेॅ पडेर आऊ पत्रकार भाई ।","['यो', 'चिक्ने', 'पत्रकार', 'विहारी', 'परेछ', 'की', 'कसो', 'मुजी', 'नेपाल', 'को', 'बारे', 'मा', 'प्रशन', 'गनुनी', 'के', 'नेपाल', 'देश', 'ईन्डीया', 'को', 'कुनै', 'स्टेट', 'होर', 'सुरेन्द्र', 'केसीसग', 'प्रशन', 'गनु', 'यार', 'अच्म', 'आझै', '5', ',', '7बषेॅ', 'पडेर', 'आऊ', 'पत्रकार', 'भाई', '।']","['O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '1', '1', '_', '_', '_', '_', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3664,simulation_non_ipv,shr,यो खाते पत्रकार को प्रशन कस्तो लामो मा . . . चि साले थुक खाते तेरो बुद्धि अलिक सिकेर बोल्नुपर्छ ।,"['यो', 'खाते', 'पत्रकार', 'को', 'प्रशन', 'कस्तो', 'लामो', 'मा', '.', '.', '.', 'चि', 'साले', 'थुक', 'खाते', 'तेरो', 'बुद्धि', 'अलिक', 'सिकेर', 'बोल्नुपर्छ', '।']","['O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3675,simulation_non_ipv,shr,यो चोर पत्रकार कसरी पत्रकार भयो यो त कुल्ली भरिए को हैसियत नै नभए को पत्रकार कसरी सुरेन्द्र केसी संग अन्तरबार्ता दिन पुगेयो !,"['यो', 'चोर', 'पत्रकार', 'कसरी', 'पत्रकार', 'भयो', 'यो', 'त', 'कुल्ली', 'भरिए', 'को', 'हैसियत', 'नै', 'नभए', 'को', 'पत्रकार', 'कसरी', 'सुरेन्द्र', 'केसी', 'संग', 'अन्तरबार्ता', 'दिन', 'पुगेयो', '!']","['O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3697,simulation_non_ipv,shr,राडि को बान पाखे पत्रकार तै ले सोद्नी प्रसन एस्तै हो पाखन्डि ।,"['राडि', 'को', 'बान', 'पाखे', 'पत्रकार', 'तै', 'ले', 'सोद्नी', 'प्रसन', 'एस्तै', 'हो', 'पाखन्डि', '।']","['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']","['0', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '0', '_']",1,0,,,
3708,simulation_non_ipv,shr,यो कुकुर पत्रकार चुतिया बोल्ने शैली सोध्ने प्रश्न्न एक दाम गालत हो यस्ता पत्रकार हुनु भान्दा नहुनु बेस हो साले चोर पत्रकार ।,"['यो', 'कुकुर', 'पत्रकार', 'चुतिया', 'बोल्ने', 'शैली', 'सोध्ने', 'प्रश्न्न', 'एक', 'दाम', 'गालत', 'हो', 'यस्ता', 'पत्रकार', 'हुनु', 'भान्दा', 'नहुनु', 'बेस', 'हो', 'साले', 'चोर', 'पत्रकार', '।']","['O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_']",1,0,,,
3719,simulation_non_ipv,shr,यो मुजि पुन्य आफै लेखचर दिन्छ लामो जस्तो केपि प्रचण्ड सरकार लाई अब बिपल्ब ले खोजिखोजी दिन्छ दन्क ।,"['यो', 'मुजि', 'पुन्य', 'आफै', 'लेखचर', 'दिन्छ', 'लामो', 'जस्तो', 'केपि', 'प्रचण्ड', 'सरकार', 'लाई', 'अब', 'बिपल्ब', 'ले', 'खोजिखोजी', 'दिन्छ', 'दन्क', '।']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3730,simulation_non_ipv,shr,म तिमीलाई माया गर्छु |,"['म', 'तिमीलाई', 'माया', 'गर्छु', '|']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",9,0,,,
3731,simulation_non_ipv,shr,नक्कली मेरी माया |,"['नक्कली', 'मेरी', 'माया', '|']","['O', 'O', 'O', 'O']","['_', '_', '_', '_']",9,0,,,
3732,simulation_non_ipv,shr,पुन्य गौतम ओलि को पाल्तु कुकुर हो !,"['पुन्य', 'गौतम', 'ओलि', 'को', 'पाल्तु', 'कुकुर', 'हो', '!']","['O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O']","['_', '_', '_', '_', '0', '0', '_', '_']",1,0,,,
3743,simulation_non_ipv,shr,यू पुन्य आफ्ना आमा दिदीबहिनी र श्रीमति लाई पनि पैसा मा बेच्छ होलीयन को मुत्र पिएर मति भ्रष्ट भए को छ ।,"['यू', 'पुन्य', 'आफ्ना', 'आमा', 'दिदीबहिनी', 'र', 'श्रीमति', 'लाई', 'पनि', 'पैसा', 'मा', 'बेच्छ', 'होलीयन', 'को', 'मुत्र', 'पिएर', 'मति', 'भ्रष्ट', 'भए', 'को', 'छ', '।']","['O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O']","['_', '_', '_', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '_', '_']",1,0,,,
3754,simulation_non_ipv,shr,यो अपराधि प्रचन्डे को झोले धेरै फुर्ति नगरे हुन्छ पुन्य गौतम कुकुर हो ।,"['यो', 'अपराधि', 'प्रचन्डे', 'को', 'झोले', 'धेरै', 'फुर्ति', 'नगरे', 'हुन्छ', 'पुन्य', 'गौतम', 'कुकुर', 'हो', '।']","['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O']","['_', '1', '1', '1', '1', '_', '_', '_', '_', '_', '_', '0', '_', '_']",1,0,,,
3765,simulation_non_ipv,shr,पुन्य गौतम हिजोआज बौलाए को रहेछ के बोल्नु हुन्छ र हुँदैन त्यो पनि थाहा छैन ।,"['पुन्य', 'गौतम', 'हिजोआज', 'बौलाए', 'को', 'रहेछ', 'के', 'बोल्नु', 'हुन्छ', 'र', 'हुँदैन', 'त्यो', 'पनि', 'थाहा', 'छैन', '।']","['O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '0', '0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3776,simulation_non_ipv,shr,बाैला गाैतम जेमन लाछ तेहि बाेलछस ।,"['बाैला', 'गाैतम', 'जेमन', 'लाछ', 'तेहि', 'बाेलछस', '।']","['B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O']","['0', '0', '0', '0', '0', '0', '_']",1,0,,,
3787,simulation_non_ipv,shr,यो मुजि हो पुन्य गौतम साला अन्ध भक्त ।,"['यो', 'मुजि', 'हो', 'पुन्य', 'गौतम', 'साला', 'अन्ध', 'भक्त', '।']","['O', 'B-profanity', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '0', '_', '_', '_']",1,0,,,
3798,simulation_non_ipv,shr,पुन्य बाैला तलाइ लावलागदैन जेपनि बाेन ।,"['पुन्य', 'बाैला', 'तलाइ', 'लावलागदैन', 'जेपनि', 'बाेन', '।']","['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '_', '_']",1,0,,,
3809,simulation_non_ipv,shr,पुन्य गौतम ग्यानेन्द्र साहि को घटना मा नेकपा लाई आरोप लागे को भय रण्डि को बान किन तेरो पुलिस ले समाउदैन ।,"['पुन्य', 'गौतम', 'ग्यानेन्द्र', 'साहि', 'को', 'घटना', 'मा', 'नेकपा', 'लाई', 'आरोप', 'लागे', 'को', 'भय', 'रण्डि', 'को', 'बान', 'किन', 'तेरो', 'पुलिस', 'ले', 'समाउदैन', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
